Groups	AN	Species
metazoans_mit	NC_061385.1	Synodontis soloni
metazoans_mit	NC_061386.1	Bagrus docmak
metazoans_mit	NC_061616.1	Rhipicephalus camicasi
metazoans_mit	NC_061628.1	Actenodia billbergi
metazoans_mit	NC_061629.1	Apalus guerini
metazoans_mit	NC_061630.1	Berberomeloe castuo
metazoans_mit	NC_061631.1	Cissites auriculata
metazoans_mit	NC_061632.1	Croscherichia paykulli
metazoans_mit	NC_061633.1	Epicauta tenella
metazoans_mit	NC_061634.1	Gnathium nitidum
metazoans_mit	NC_061635.1	Lagorina sericea
metazoans_mit	NC_061636.1	Leptopalpus rostratus
metazoans_mit	NC_061637.1	Megetra punctata
metazoans_mit	NC_061638.1	Mylabris quadripunctata
metazoans_mit	NC_061639.1	Oenas fusicornis
metazoans_mit	NC_061920.1	Atopodontus adriaensi
metazoans_mit	NC_061921.1	Synodontis punu
metazoans_mit	NC_061922.1	Chiloglanis macropterus
metazoans_mit	NC_061923.1	Synodontis khartoumensis
metazoans_mit	NC_061924.1	Schilbe grenfelli
metazoans_mit	NC_063597.1	Pinnotheres pholadis
metazoans_mit	NC_063598.1	Arcotheres purpureus
metazoans_mit	NC_063599.1	Pinnotheres excussus
metazoans_mit	NC_063600.1	Amusiotheres obtusidentatus
metazoans_mit	NC_063601.1	Xenophthalmus pinnotheroides
metazoans_mit	NC_063602.1	Plagusia squamosa
metazoans_mit	NC_063605.1	Pinnaxodes major
metazoans_mit	NC_067077.1	Cavernularia habereri
metazoans_mit	NC_072952.1	Rhipicephalus rutilus
metazoans_mit	NC_077600.1	Onukindia connexa
metazoans_mit	NC_077601.1	Carinata dushanensis
metazoans_mit	NC_077602.1	Apphia rufipenna
metazoans_mit	NC_077603.1	Apphia sp.
metazoans_mit	NC_077604.1	Cunedda sp.
metazoans_mit	OK078614.1	Dugesia constrictiva
metazoans_mit	OK173837.1	Dikerogammarus villosus
metazoans_mit	OK173839.1	Dikerogammarus haemobaphes
metazoans_mit	OK173840.1	Dikerogammarus bispinosus
metazoans_mit	OK173841.1	Pontogammarus robustoides
metazoans_mit	OK181853.1	Rhacophorus rhodopus
metazoans_mit	OK245257.1	Isocladus armatus partial genome
metazoans_mit	OK272541.1	Tuberfemurus viridulus
metazoans_mit	OK480618.1	Thanatophilus sinuatus
metazoans_mit	OK545741.1	Anastatus fulloi partial genome
metazoans_mit	OK563253.1	Cacatua haematuropygia partial genome
metazoans_mit	OK638152.1	Mylabris mongolica
metazoans_mit	OL467667.1	Xiphopenaeus kroyeri
metazoans_mit	OL467668.1	Ocypode quadrata
metazoans_mit	OL549450.1	Agenocimbex maculatus partial genome
metazoans_mit	OL632021.1	Conus lischkeanus
metazoans_mit	OL677994.1	Micrasema sp. partial genome
metazoans_mit	OL690415.1	Chrysotus sp. partial genome
metazoans_mit	OL740028.1	Aphrosylus celtiber
metazoans_mit	OL740029.1	Dolichopus linearis
metazoans_mit	OL740030.1	Scellus sinensis
metazoans_mit	OL740031.1	Stolidosoma sp.
metazoans_mit	OM237313.1	Budorcas taxicolor bedfordi
metazoans_mit	OM371324.1	Paucumara falcata
metazoans_mit	OM525852.1	Paradiplozoon homoion
metazoans_mit	OM525853.1	Paradiplozoon yarkandense
metazoans_mit	OM649950.1	Propithecus perrieri partial genome
metazoans_mit	OM649967.1	Propithecus edwardsi partial genome
metazoans_mit	OM650029.1	Propithecus diadema partial genome
metazoans_mit	OM677820.1	Anacharis sp.
metazoans_mit	OM677821.1	Aegilips sp. partial genome
metazoans_mit	OM677822.1	Melanips sp. partial genome
metazoans_mit	OM677823.1	Prosaspicera validispina partial genome
metazoans_mit	OM677824.1	Pujadella villari partial genome
metazoans_mit	OM677825.1	Endecameris sp. partial genome
metazoans_mit	OM677826.1	Ganaspini sp. partial genome
metazoans_mit	OM677827.1	Trybliographa sp. partial genome
metazoans_mit	OM677829.1	Figites sp. partial genome
metazoans_mit	OM677830.1	Ibalia sp. partial genome
metazoans_mit	OM677831.1	Paramblynotus sp. partial genome
metazoans_mit	OM677832.1	Oberthuerella sharkeyi partial genome
metazoans_mit	OM677833.1	Tessmannella kiplingi partial genome
metazoans_mit	OM677834.1	Saphonecrus sp. partial genome
metazoans_mit	OM677835.1	Parnips nigripes partial genome
metazoans_mit	OM809695.1	Loimia medusa
metazoans_mit	OM910829.1	Xylonora zierenbergi
metazoans_mit	ON012812.1	Anterhynchium mellyi
metazoans_mit	ON012813.1	Ectopioglossa sp. 'sanban'
metazoans_mit	ON012814.1	Calligaster cyanopterus
metazoans_mit	ON012815.1	Ancistrocerus tussaci
metazoans_mit	ON012816.1	Allodynerus mandschuricus
metazoans_mit	ON012817.1	Antepipona sp.
metazoans_mit	ON012818.1	Antepipona ovalis
metazoans_mit	ON012819.1	Jucancistrocerus angustifrons
metazoans_mit	ON024141.1	Pseudepipona przewalskyi
metazoans_mit	ON024142.1	Allodynerus delphinalis
metazoans_mit	ON045334.1	Stenodynerus frauenfeldi
metazoans_mit	ON045335.1	Pseudozumia indosinensis
metazoans_mit	ON045336.1	Pareumenes sp. 'nigripectus'
metazoans_mit	ON045337.1	Paraleptomenes sp.
metazoans_mit	ON045338.1	Orancistrocerus drewseni
metazoans_mit	ON045339.1	Leptochilus sp.
metazoans_mit	ON045340.1	Ectopioglossa sublaevis
metazoans_mit	ON045341.1	Apodynerus sp. 'protuberantus'
metazoans_mit	ON045342.1	Ancistrocerus renimaculus
metazoans_mit	ON045343.1	Eumenes tripunctatus
metazoans_mit	ON045344.1	Subancistrocerus camicrus
metazoans_mit	ON045345.1	Stenodynerus chinensis
metazoans_mit	ON045346.1	Pseumenes depressus
metazoans_mit	ON045347.1	Pararrhynchium striatum
metazoans_mit	ON045348.1	Jucancistrocerus atrofasciatus
metazoans_mit	ON055488.1	Ericerus pela
metazoans_mit	ON076016.1	Zethus dolosus
metazoans_mit	ON076017.1	Symmorphus lucens
metazoans_mit	ON076018.1	Symmorphus ambotretus
metazoans_mit	ON076019.1	Pseudepipona kozhevnikovi
metazoans_mit	ON076020.1	Pareumenes quadrispinosus acutus
metazoans_mit	ON076021.1	Euodynerus nipanicus
metazoans_mit	ON076022.1	Euodynerus dantici
metazoans_mit	ON076023.1	Parancistrocerus samarensis
metazoans_mit	ON076024.1	Eumenes buddha
metazoans_mit	ON076025.1	Discoelius zonalis
metazoans_mit	ON076026.1	Labus pusillus
metazoans_mit	ON076027.1	Katamenes sichelii
metazoans_mit	ON076028.1	Oreumenes decoratus
metazoans_mit	ON076029.1	Delta pyriforme pyriforme
metazoans_mit	ON076030.1	Labus angularis
metazoans_mit	ON076031.1	Eumenes pomiformis
metazoans_mit	ON101856.1	Grypokeros fuscifemur
metazoans_mit	ON101857.1	Hebichneutes tricolor
metazoans_mit	ON101858.1	Maxfischeria tricolor
metazoans_mit	ON101860.1	Retusigaster noguerai
metazoans_mit	ON101861.1	Phanerotomella longipes
metazoans_mit	ON101863.1	Clinocentrus sp.
metazoans_mit	ON101865.1	Neognamptodon sp.
metazoans_mit	ON101867.1	Shawiana sp.
metazoans_mit	ON101868.1	Katytermus palmicola
metazoans_mit	ON101870.1	Myocron sp.
metazoans_mit	ON101871.1	Avga dorsomaculata
metazoans_mit	ON101874.1	Macrostomion sumatranum
metazoans_mit	ON101875.1	Eunesaulax sp.
metazoans_mit	ON101876.1	Proacrisis orientalis
metazoans_mit	ON101877.1	Pambolus pallipes
metazoans_mit	ON101878.1	Xenarcha lustrator
metazoans_mit	ON101879.1	Neorthostigma macrops
metazoans_mit	ON101880.1	Shawiana lapponica
metazoans_mit	ON101881.1	Telengaia ventralis
metazoans_mit	ON101882.1	Aphidius sp.
metazoans_mit	ON101883.1	Cremnops virginiensis
metazoans_mit	ON101884.1	Adelius sp.
metazoans_mit	ON101885.1	Agathis sp.
metazoans_mit	ON101886.1	Toxoneuron viator
metazoans_mit	ON101887.1	Sigalphus sp.
metazoans_mit	ON101888.1	Schizoprymnus sp.
metazoans_mit	ON101890.1	Chremylus elaphus
metazoans_mit	ON101891.1	Polystenidea parksi
metazoans_mit	ON101892.1	Trachypetus clavatus
metazoans_mit	ON101893.1	Netelia sp.
metazoans_mit	ON101894.1	Pimpla aequalis
metazoans_mit	ON101895.1	Microgaster meridiana
metazoans_mit	ON101896.1	Apozyx penyai
metazoans_mit	ON101897.1	Sania browni
metazoans_mit	ON101898.1	Minanga sp.
metazoans_mit	ON101899.1	Diolcogaster sp.
metazoans_mit	ON101901.1	Cyanopterus sp.
metazoans_mit	ON101903.1	Peristenus sp.
metazoans_mit	ON101904.1	Stiropius sp.
metazoans_mit	ON101905.1	Hydrangeocola llaollin
metazoans_mit	ON101907.1	Gnamptodon sp.
metazoans_mit	ON101908.1	Canalirogas sp.
metazoans_mit	ON101909.1	Allobracon sp.
metazoans_mit	ON101910.1	Rogas nigrovenosus
metazoans_mit	ON101911.1	Yelicones sp.
metazoans_mit	ON101912.1	Aleiodes cameronii
metazoans_mit	ON101913.1	Choreborogas sp.
metazoans_mit	ON101914.1	Aulosaphoides sp.
metazoans_mit	ON101915.1	Pentatermus striatus
metazoans_mit	ON101917.1	Aleiodes sp.
metazoans_mit	ON101919.1	Cornutorogas sp.
metazoans_mit	ON101920.1	Austrohormius sp.
metazoans_mit	ON101921.1	Cedria wichasei
metazoans_mit	ON101922.1	Hormius sp.
metazoans_mit	ON101923.1	Pseudavga sp.
metazoans_mit	ON101925.1	Pseudavga flavicoxa
metazoans_mit	ON101927.1	Hormius orientalis
metazoans_mit	ON101928.1	Aulosaphobracon capitatus
metazoans_mit	ON101929.1	Betylobracon waterhousei
metazoans_mit	ON101930.1	Avga opaca
metazoans_mit	ON101931.1	Parahormius nitidus
metazoans_mit	ON101932.1	Facitorus granulosus
metazoans_mit	ON101933.1	Pseudephedrus sp.
metazoans_mit	ON101934.1	Andesipolis sp.
metazoans_mit	ON101935.1	Doryctomorpha sp.
metazoans_mit	ON101936.1	Dolopsidea indagator
metazoans_mit	ON101937.1	Oncophanes minutus
metazoans_mit	ON101938.1	Pseudobathystomus vernalis
metazoans_mit	ON101939.1	Rhyssalus clavator
metazoans_mit	ON101940.1	Ademon decrescens
metazoans_mit	ON101941.1	Orientopius belokobylskii
metazoans_mit	ON101942.1	Asyntactus rhogaleus
metazoans_mit	ON101943.1	Gnaptogaster astrachanica
metazoans_mit	ON101944.1	Eodendrus sp.
metazoans_mit	ON101945.1	Colastes unicolor
metazoans_mit	ON101946.1	Euscelinus sarawacus
metazoans_mit	ON101947.1	Colastinus crustatus
metazoans_mit	ON101948.1	Rhysipolis bicarinator
metazoans_mit	ON101949.1	Acrisis brevicornis
metazoans_mit	ON101950.1	Tamdaona sp.
metazoans_mit	ON101951.1	Vietcolastes rhaconotus
metazoans_mit	ON101952.1	Pseudopezomachus kasparyani
metazoans_mit	ON101953.1	Apanteles juliodiazi
metazoans_mit	ON101954.1	Neothlipsis cincta
metazoans_mit	ON101955.1	Symphya sp.
metazoans_mit	ON101956.1	Chorebus sp.
metazoans_mit	ON101957.1	Coelinius robinae
metazoans_mit	ON101958.1	Epimicta griffithsi
metazoans_mit	ON101959.1	Spathius elegans
metazoans_mit	ON101960.1	Austrozele sp.
metazoans_mit	ON101963.1	Utetes sp.
metazoans_mit	ON101964.1	Aulacodes nigriventris
metazoans_mit	ON101965.1	Exasticolus sp.
metazoans_mit	ON101966.1	Stantonia sp.
metazoans_mit	ON101967.1	Acanthocaudus tissoti
metazoans_mit	ON101968.1	Yelicones delicatus
metazoans_mit	ON101970.1	Blacus sp.
metazoans_mit	ON101971.1	Coeloides scolytivorus
metazoans_mit	ON101972.1	Capitonius chontalensis
metazoans_mit	ON101973.1	Charmon extensor
metazoans_mit	ON101974.1	Chelonus sp.
metazoans_mit	ON101975.1	Phanerotoma sp.
metazoans_mit	ON101976.1	Diospilus sp.
metazoans_mit	ON101977.1	Helcon nunciator
metazoans_mit	ON101978.1	Macrocentrus sp.
metazoans_mit	ON101979.1	Diachasma muliebre
metazoans_mit	ON101980.1	Opius sp.
metazoans_mit	ON101981.1	Orgilus sp.
metazoans_mit	ON101982.1	Urosigalphus sp.
metazoans_mit	ON101983.1	Microtypus sp.
metazoans_mit	ON101984.1	Cenocoelius ashmeadii
metazoans_mit	ON101985.1	Dacnusa sp.
metazoans_mit	ON260904.1	Musonycteris harrisoni
metazoans_mit	ON287009.1	Chaetogonopteron menglunense
metazoans_mit	ON297668.1	Eurytrema coelmaticum
metazoans_mit	ON312096.1	Dynastes grantii
metazoans_mit	ON312097.1	Dynastes hercules
metazoans_mit	ON312098.1	Dynastes hyllus
metazoans_mit	ON312099.1	Dynastes hercules lichyi
metazoans_mit	ON312100.1	Dynastes maya
metazoans_mit	ON312101.1	Dynastes neptunus
metazoans_mit	ON312102.1	Dynastes hercules occidentalis
metazoans_mit	ON312103.1	Dynastes hercules paschoali
metazoans_mit	ON312104.1	Dynastes hercules septentrionalis
metazoans_mit	ON312105.1	Dynastes tityus
metazoans_mit	ON357928.1	Paramesotriton wulingensis partial genome
metazoans_mit	ON357938.1	Paramesotriton qixilingensis partial genome
metazoans_mit	ON391073.1	Succineidae gen. n. sp. z
metazoans_mit	ON470577.1	Prionospio japonica
metazoans_mit	ON600795.1	Rhabdopleura sp.
metazoans_mit	ON722380.1	Isognomon nucleus
metazoans_mit	ON756182.1	Chrysis principalis
metazoans_mit	ON758298.1	Culicoides sonorensis
metazoans_mit	ON758301.1	Culicoides biguttatus
metazoans_mit	OP035292.1	Zameus squamulosus
metazoans_mit	OP047688.1	Diogenes edwardsii
metazoans_mit	OP056992.1	Myliobatis freminvillei
metazoans_mit	OP057068.1	Euprotomicrus bispinatus
metazoans_mit	OP057101.1	Hypanus americanus
metazoans_mit	OP067230.1	Isognomon alatus
metazoans_mit	OP081080.1	Ahypophyllus sinensis
metazoans_mit	OP095038.1	Isognomon bicolor
metazoans_mit	OP131911.1	Micracanthorhynchina dakusuiensis
metazoans_mit	OP151093.1	Hyotissa hyotis
metazoans_mit	OP168273.1	Hierodula confusa
metazoans_mit	OP168274.1	Hierodula jianfenglingensis
metazoans_mit	OP168275.1	Hierodula latipennis
metazoans_mit	OP168280.1	Rhombodera stalii
metazoans_mit	OP168283.1	Rhombomantis longipennis
metazoans_mit	OP168284.1	Rhombodera kirbyi
metazoans_mit	OP168285.1	Rhombodera zhangi
metazoans_mit	OP168286.1	Rhombodera hyalina
metazoans_mit	OP168287.1	Rhombodera megaera
metazoans_mit	OP250139.2	Dolichovespula flora partial genome
metazoans_mit	OP250140.1	Dolichovespula lama partial genome
metazoans_mit	OP250142.1	Dolichovespula xanthicincta partial genome
metazoans_mit	OP271740.1	Loxosceles laeta
metazoans_mit	OP271741.1	Phoneutria sp.
metazoans_mit	OP379730.1	Hyalinetta circumflexa
metazoans_mit	OP379731.1	Zaranga tukuringra
metazoans_mit	OP379732.1	Gazalina chrysolopha
metazoans_mit	OP379733.1	Deroca hyalina
metazoans_mit	OP379734.1	Menophra sp.
metazoans_mit	OP379735.1	Lassaba albidaria
metazoans_mit	OP379737.1	Asota tortuosa
metazoans_mit	OP379738.1	Olivenebula oberthueri
metazoans_mit	OP379739.1	Psyra falcipennis
metazoans_mit	OP379740.1	Numenes albofascia
metazoans_mit	OP379741.1	Rhagastis albomarginatus
metazoans_mit	OP379742.1	Dolbina inexacta
metazoans_mit	OP379743.1	Paralebeda femorata
metazoans_mit	OP413741.1	Maymena kehen
metazoans_mit	OP413742.1	Maymena paquini
metazoans_mit	OP493530.1	Anguis veronensis partial genome
metazoans_mit	OP526368.1	Aeschrocoris ceylonicus
metazoans_mit	OP528677.1	Lispe orientalis
metazoans_mit	OP528678.1	Spilogona sp.
metazoans_mit	OP528679.1	Pseudocoenosia fletcheri
metazoans_mit	OP528680.1	Atherigona ateripraepeda (nom. nud.)
metazoans_mit	OP528681.1	Mydaea bideserta
metazoans_mit	OP528682.1	Atherigona nigritibiella
metazoans_mit	OP528683.1	Coenosia sponsa
metazoans_mit	OP528684.1	Pygophora sp.
metazoans_mit	OP528685.1	Spilogona spiniterebra
metazoans_mit	OP528686.1	Coenosia sp.
metazoans_mit	OP528687.1	Limnophora nigripes
metazoans_mit	OP528688.1	Hebecnema fumosa
metazoans_mit	OP528689.1	Azelia zetterstedtii
metazoans_mit	OP528690.1	Limnophora surrecticerca
metazoans_mit	OP528691.1	Atherigona miliaceae
metazoans_mit	OP528692.1	Lispe quaerens
metazoans_mit	OP528694.1	Dasyphora quadrisetosa
metazoans_mit	OP616784.1	Pegomya quadrivittata
metazoans_mit	OP616785.1	Anthomyia pluvialis
metazoans_mit	OP616786.1	Anthomyia oculifera
metazoans_mit	OP616787.1	Delia longitheca
metazoans_mit	OP616788.1	Pegoplata annulata
metazoans_mit	OP616789.1	Emmesomyia oriens
metazoans_mit	OP616790.1	Hydrophoria lancifer
metazoans_mit	OP616791.1	Delia takizawai
metazoans_mit	OP616792.1	Eustalomyia hilaris
metazoans_mit	OP616793.1	Hyporites sp.
metazoans_mit	OP616794.1	Pegomya exilis
metazoans_mit	OP616795.1	Botanophila sp.
metazoans_mit	OP616796.1	Eustalomyia vittipes
metazoans_mit	OP616797.1	Leucophora shanxiensis
metazoans_mit	OP616798.1	Eutrichota similis
metazoans_mit	OP616799.1	Pegomya flaviprecoxa
metazoans_mit	OP616800.1	Pegomya sp.
metazoans_mit	OP616801.1	Anthomyia confusanea
metazoans_mit	OP857516.1	Raillietiella orientalis
metazoans_mit	OP910112.1	Thrips parvispinus
metazoans_mit	OQ133456.1	Acmaea mitra
metazoans_mit	OQ184758.1	Lontra longicaudis
metazoans_mit	OQ225244.1	Melipona fasciculata
metazoans_mit	OQ298836.1	Staphida castaniceps partial genome
metazoans_mit	OQ331104.1	Madracis myriaster
metazoans_mit	OQ472265.1	Mirina confucius
metazoans_mit	OQ521666.1	Eurhynchothrips messuicola
metazoans_mit	OQ674767.1	Dinera similis
metazoans_mit	OQ674768.1	Estheria wangi
metazoans_mit	OQ674769.1	Prosena siberita
metazoans_mit	OQ674770.1	Leptothelaira longipennis
metazoans_mit	OQ729892.1	Apharyngtus punicus
metazoans_mit	OQ729894.1	Laonice sp.
metazoans_mit	OQ729895.1	Mesonerilla intermedia
metazoans_mit	OQ729896.1	Microphthalmus listensis
metazoans_mit	OQ729897.1	Naineris cf. setosa
metazoans_mit	OQ729898.1	Oxydromus pugettensis
metazoans_mit	OQ729899.1	Phyllodoce groenlandica
metazoans_mit	OQ729900.1	Polygordius lacteus
metazoans_mit	OQ729901.1	Protodriloides chaetifer
metazoans_mit	OQ729902.1	Saccocirrus burchelli
metazoans_mit	OQ729903.1	Spirobranchus triqueter
metazoans_mit	OQ729904.1	Stygocapitella josemariobrancoi
metazoans_mit	OQ729905.1	Trilobodrilus axi
metazoans_mit	OQ729906.1	Arenicola marina
metazoans_mit	OQ729907.1	Aricidea sp.
metazoans_mit	OQ729908.1	Chone infundibuliformis
metazoans_mit	OQ729910.1	Eunice pennata
metazoans_mit	OQ729911.1	Flabegraviera mundata
metazoans_mit	OQ729912.1	Goniadides aciculata
metazoans_mit	OQ729913.1	Hyalinoecia tubicola
metazoans_mit	OQ729914.1	Scoletoma fragilis
metazoans_mit	OQ729915.1	Marphysa aegypti
metazoans_mit	OQ729916.1	Neanthes acuminata
metazoans_mit	OQ729917.1	Oenone fulgida
metazoans_mit	OQ729918.1	Ophelina acuminata
metazoans_mit	OQ729919.1	Perinereis fayedensis
metazoans_mit	OQ729920.1	Pisionidens tchesunovi
metazoans_mit	OQ729921.1	Protodorvillea kefersteini
metazoans_mit	OQ729922.1	Protodrilus rubropharyngeus
metazoans_mit	OQ729923.1	Sabellaria alveolata
metazoans_mit	OQ918628.1	Tetragonula carbonaria
metazoans_mit	OQ918629.1	Tetragonula hockingsi
metazoans_mit	OQ957204.1	Abylopsis tetragona
metazoans_mit	OQ993068.1	Amrasca biguttula biguttula
metazoans_mit	OR018834.1	Frankliniella gardeniae
metazoans_mit	OR030859.1	Tetragonisca angustula
metazoans_mit	OU015461.1	Hemaris fuciformis
metazoans_mit	OU015571.1	Oikopleura dioica
metazoans_mit	OU015583.1	Coccinella septempunctata
metazoans_mit	OU015616.1	Habrosyne pyritoides
metazoans_mit	OU015648.1	Zeuzera pyrina
metazoans_mit	OU015680.1	Zygaena filipendulae
metazoans_mit	OU015700.1	Nomada fabriciana
metazoans_mit	OU026082.1	Crocallis elinguaria
metazoans_mit	OU026113.1	Idaea aversata
metazoans_mit	OU026144.1	Blastobasis adustella
metazoans_mit	OU026152.1	Eristalis pertinax
metazoans_mit	OU026159.1	Volucella inanis
metazoans_mit	OU342425.1	Vespa crabro
metazoans_mit	OU342456.1	Carcina quercana
metazoans_mit	OU342487.1	Parapoynx stratiotata
metazoans_mit	OU342519.2	Ennomos quercinarius
metazoans_mit	OU342551.2	Bembecia ichneumoniformis
metazoans_mit	OU342583.1	Noctua janthe
metazoans_mit	OU342629.1	Tinea semifulvella
metazoans_mit	OU342640.1	Malachius bipustulatus
metazoans_mit	OU342672.1	Chrysoteuchia culmella
metazoans_mit	OU342705.1	Mythimna ferrago
metazoans_mit	OU342788.1	Acronicta aceris
metazoans_mit	OU342803.1	Cerceris rybyensis
metazoans_mit	OU342870.1	Ectemnius continuus
metazoans_mit	OU342899.2	Cydia splendana
metazoans_mit	OU342939.1	Bombus terrestris 2
metazoans_mit	OU342947.1	Andrena haemorrhoa
metazoans_mit	OU342959.1	Adalia bipunctata 2
metazoans_mit	OU342991.1	Ypsolopha scabrella
metazoans_mit	OU343011.1	Lineus longissimus
metazoans_mit	OU343046.1	Ectemnius lituratus
metazoans_mit	OU343120.2	Bibio marci
metazoans_mit	OU343152.1	Amphipyra berbera
metazoans_mit	OU343166.1	Xanthogramma pedissequum
metazoans_mit	OU426876.1	Dolichovespula media
metazoans_mit	OU426884.1	Cantharis rustica
metazoans_mit	OU426913.1	Thymelicus sylvestris
metazoans_mit	OU426945.1	Apamea monoglypha
metazoans_mit	OU426986.1	Aelia acuminata
metazoans_mit	OU426992.1	Chrysotoxum bicinctum
metazoans_mit	OU427019.1	Dolichovespula saxonica
metazoans_mit	OU427032.2	Bombus hypnorum
metazoans_mit	OU452197.1	Peribatodes rhomboidaria
metazoans_mit	OU452218.2	Apoderus coryli
metazoans_mit	OU452241.1	Marthasterias glacialis
metazoans_mit	OU452271.1	Furcula furcula
metazoans_mit	OU452300.1	Pammene fasciana
metazoans_mit	OU538819.1	Campaea margaritaria
metazoans_mit	OU538846.1	Hydriomena furcata
metazoans_mit	OU565283.1	Seladonia tumulorum
metazoans_mit	OU565303.1	Sphecodes monilicornis
metazoans_mit	OU611806.1	Hydraecia micacea
metazoans_mit	OU611838.1	Ptilodon capucinus
metazoans_mit	OU611869.1	Agrochola circellaris
metazoans_mit	OU611903.1	Eupsilia transversa
metazoans_mit	OU611926.1	Tenthredo notha
metazoans_mit	OU611935.1	Harmonia axyridis
